Current Assets,Cash,Accounts Receivable,Inventory,Non-Current Assets,Total Assets,Current Liabilities,Long-Term Liabilities,Equity,Retained Earnings,Revenue,COGS,Gross Profit,Operating Income,EBIT,Pretax Income,Tax Expense,Net Income,Interest Expense,SGA Expense,Admin Expense,RD Expense,CFO,company,year,short_term_liabilities_to_assets,equity_to_assets,equity_to_short_term_liabilities,equity_to_long_term_liabilities,fixed_assets_to_total_liabilities,gross_profit_to_long_term_liabilities,current_assets_to_total_liabilities,quick_ratio,working_capital_to_total_assets,operating_income_to_assets,ebit_to_current_liabilities,net_operating_profit_margin,return_on_assets,sales_to_current_assets,asset_turnover,debt_ratio,working_capital_to_net_sales,inventories_to_current_assets,inventories_to_total_assets,operating_income_to_assets_trend_1yr,short_term_liabilities_to_assets_trend_1yr,asset_turnover_trend_1yr,gross_profit_to_long_term_liabilities_trend_1yr,bankruptcy_label,gdp_growth,inflation_rate,interest_rate,usdtry_avg,usdtry_change,unemployment_rate,industrial_prod_growth,credit_growth,m2_growth,gdp_growth_lag1,inflation_rate_lag1,interest_rate_lag1,usdtry_avg_lag1,usdtry_change_lag1,unemployment_rate_lag1,industrial_prod_growth_lag1,credit_growth_lag1,m2_growth_lag1,stl_ta_x_interest,oi_ta_x_unemployment,gp_ltl_x_inflation,margin_x_usdtry,turnover_x_gdp,roa_x_gdp,debt_ratio_x_interest,roa_x_inflation,wc_ta_x_credit,cfo_x_interest,log_assets_x_gdp
381632198.0,149830480.0,102509425.0,109086941.0,171127664.0,552759862.0,111710091.0,18896540.0,422153231.0,184045958.0,691440119.0,-490393166.0,201046953.0,166124061.0,166176806.0,162550553.0,-22139441.0,140411112.0,-19917201.0,-28245610.0,-25581427.0,-115849.0,142850303.0,ALKIM,2019,0.20209515682960352,0.7637190397156587,3.779007135532635,22.34023958883478,1.3102524939947344,10.639352653977925,2.921997107482238,2.439755035200893,0.4883171256743674,0.30053567999479674,1.4875720224773605,0.2402580591364268,0.25401828470678645,1.8117971246231168,1.2508869882451776,0.23628096028434134,0.3903766929092525,0.28584312741871953,0.19734960603923155,-0.000830037758033253,-0.014142441329296679,0.018721533018415615,4.370104902403053,0,0.9,15.2,12.0,5.67,17.4,13.7,-0.6,8,25,3.0,16.3,24.0,4.83,39.0,10.9,1.9,14.0,20.0,2.425141881955242,4.117338815928715,161.71816034046444,4.180490228973826,1.12579828942066,0.2286164562361078,2.835371523412096,3.8610779275431537,3.9065370053949393,3.1011724147221096,18.11739079731893
510730102.0,193269264.0,141587526.0,160099201.0,243785638.0,754515740.0,144239275.0,68813216.0,541463249.0,123629328.0,754148916.0,-498148535.0,256000381.0,243488794.0,243510310.0,234896265.0,-18890841.0,216005424.0,-32056083.0,-26096530.0,-27947420.0,-144547.0,100638742.0,ALKIM,2020,0.1911680132743155,0.717630157059414,3.7539238116664135,7.8685938613884865,1.1442515262588504,3.7202211418225244,2.3972031474628475,2.430897555468162,0.4857298629714471,0.3227087005501038,1.6882385882763207,0.32286566861550725,0.2862835227267757,1.476609491092812,0.9995138285650608,0.282369842940586,0.4859661258201689,0.3134712451313473,0.21218802009352383,0.022173020555307066,-0.01092714355528801,-0.25137315968011686,-6.919131512155401,0,1.9,12.3,10.25,7.01,23.6,13.2,2.2,34,36,0.9,15.2,12.0,5.67,17.4,13.7,-0.6,8.0,25.0,1.959472136061734,4.25975484726137,45.75872004441705,7.6196297793259715,1.8990762742736154,0.5439386931808738,2.8942908901410065,3.521287329539341,16.514815341029202,1.3671644616718004,38.83901472515929
845558580.0,335931691.0,237764924.0,258041136.0,304664932.0,1150223512.0,331733041.0,81396062.0,737094409.0,225375912.0,1096488544.0,-792303168.0,304185376.0,329480037.0,370915441.0,354164221.0,-68991924.0,285172297.0,-39770912.0,-32997712.0,-33821250.0,-153459.0,364966867.0,ALKIM,2021,0.28840745954078534,0.6408271099573906,2.221950538234146,9.055651967536217,0.7374569590658928,3.7371018760096772,2.0467175366243806,1.7710549489702474,0.4467179931894837,0.2864487063276098,1.1181142519957787,0.30048652929656144,0.24792772363359583,1.2967623650628677,0.9532830207004149,0.3591728900426094,0.4686100386653926,0.3051723938511747,0.22433999419062475,-0.036259994222493985,0.09723944626646983,-0.04623080786464584,0.016880734187152857,0,11.4,19.6,14.0,8.89,26.8,12.0,17.0,37,42,1.9,12.3,10.25,7.01,23.6,13.2,2.2,34.0,36.0,4.037704433570995,3.437384475931318,73.24719676978968,8.053038985147847,10.867426435984731,2.8263760494229926,5.028420460596531,4.8593833832184785,16.528565748010898,4.442211522102845,237.84073215314945
2303956948.0,389608507.0,807340074.0,996193121.0,1370107651.0,3674064599.0,662361098.0,292938097.0,2718765404.0,490268167.0,5365803733.0,-4000043682.0,1365760051.0,1258309691.0,1306522888.0,711150747.0,-416026479.0,295124268.0,-636098319.0,-187322446.0,-115036441.0,-1467603.0,319303406.0,ALKIM,2022,0.18028019925950137,0.7399884598490697,4.104657432644089,9.281023642343113,1.4342183665296608,4.662282116893795,2.41176477490908,1.9743970938945452,0.4468064743463701,0.3424843676789146,1.9725235856167387,0.23450535159557243,0.0803263688069955,2.328951388461448,1.460454379180065,0.26001154015093025,0.30593661857292537,0.4323835659623619,0.2711419721011824,0.05603566135130478,-0.10812726028128397,0.5071713584796501,0.9251802408841181,0,5.5,72.3,9.0,16.55,86.2,10.4,8.5,54,72,11.4,19.6,14.0,8.89,26.8,12.0,17.0,37.0,42.0,1.6225217933355123,3.561837423860712,337.0829970514214,20.214361307538343,8.032499085490358,0.44179502843847523,2.3401038613583722,5.807596464745774,24.127549614703987,0.7821666104570308,121.13510423480605
2852836174.0,774057002.0,571755779.0,1155459340.0,2266023726.0,5118859900.0,1079391134.0,73968702.0,3965500064.0,393632930.0,5813154309.0,-4663004571.0,1150149738.0,886147315.0,953884188.0,319214534.0,98298978.0,417513512.0,-670460357.0,-240323923.0,-202582542.0,-982752.0,1359339601.0,ALKIM,2023,0.21086553550723278,0.7746842346671766,3.6738304948871296,53.61051305185807,1.9647153085015179,15.549140472953006,2.4735005372599086,1.5725317547401683,0.34645313109663345,0.17311419579973267,0.8837243126734817,0.1524382921726429,0.0815637700887262,2.0376754760681886,1.1356345792937212,0.22531576533282344,0.3050744820680796,0.4050212734017302,0.22572591603845224,-0.16937017187918194,0.03058533624773141,-0.3248197998863438,10.88685835605921,0,4.5,53.9,40.0,23.75,43.5,9.4,1.6,60,70,5.5,72.3,9.0,16.55,86.2,10.4,8.5,54.0,72.0,8.43462142028931,1.6272734405174871,838.098671492167,6.631065709509966,5.110355606821746,0.3670369653992679,9.012630613312938,4.3962872077823425,20.787187865798007,10.622205940818969,100.6028890893929
2277744202.0,485529775.0,584245574.0,1052020981.0,2589423985.0,4867168187.0,903281410.0,167435255.0,3796451522.0,1606137692.0,4688321828.0,-4023782551.0,664539277.0,362294670.0,481497567.0,-50783931.0,-113824515.0,-164608446.0,-533476159.0,-192669387.0,-252912696.0,-1176485.0,231488786.0,ALKIM,2024,0.18558664408035588,0.7800123965594945,4.202955446630967,22.674146624616185,2.418402617278774,3.9689328092820118,2.127308069871127,1.3569671726112464,0.2823947599902407,0.07443643944083825,0.5330537766740931,0.07727598131942917,-0.03382016804754399,2.0583179726166634,0.9632545348488899,0.21998760344050547,0.29316732989431626,0.4618696779367326,0.21614642037846638,-0.09867775635889442,-0.025278891426876893,-0.17238004444483135,-11.580207663670993,0,3.2,65.0,47.5,32.5,36.8,9.8,3.0,45,60,4.5,53.9,40.0,23.75,43.5,9.4,1.6,60.0,70.0,8.815365593816905,0.7294771065202149,257.9806326033308,2.8437561125549933,3.082414511516448,-0.10822453775214076,10.44941116342401,-2.198310923090359,12.707764199560833,2.2591611615906544,71.37848999618039
95679312.0,1849859.0,61782796.0,26176866.0,43190370.0,138869682.0,94291662.0,23493864.0,21084156.0,1101649.0,165931551.0,-152768921.0,13162630.0,9682715.0,9739901.0,1187120.0,70629.0,1257749.0,-8873015.0,-579754.0,-9420268.0,0.0,-47450702.0,ALVES,2020,0.6789938641898813,0.15182691928393702,0.22360573090757485,0.8974324530013453,0.36668656554626244,0.5602582018862458,0.812318077180383,0.7371006568958346,0.009992461853552743,0.06972519026867217,0.10329546423733628,0.05835367018295393,0.00905704529517105,1.7342469080463288,1.1948724056270252,0.848173080716063,0.00836278568866026,0.273589613604245,0.18849950272083146,0.026780311942935238,-0.08312563041880727,-0.03809514882849452,2.632396390263392,0,1.9,12.3,10.25,7.01,23.6,13.2,2.2,34,36,0.9,15.2,12.0,5.67,17.4,13.7,-0.6,8.0,25.0,6.959687107946283,0.9203725115464727,6.891175883200823,1.3771466163177128,2.270257570691348,0.017208386060824993,8.693774077339645,0.11140165713060393,0.33974370302079326,-3.502346145647543,35.623188372346874
294030326.0,3922192.0,130597516.0,134926203.0,48143340.0,342173666.0,337006488.0,14891948.0,-9724770.0,6809877.0,423345374.0,-380642141.0,42703233.0,40694275.0,40661613.0,14101944.0,1362463.0,15464407.0,-27434507.0,-1524916.0,-16236088.0,0.0,49305692.0,ALVES,2021,0.9848989606348023,-0.028420568168445785,-0.028856328724448772,-0.6530220223707469,0.13681032671597324,2.8675384174051644,0.8355545120979168,0.4721099701795652,-0.12559751456735424,0.118928716741165,0.12065528245853831,0.09612547461071347,0.04519461471357062,1.4398017366412743,1.23722371434627,1.0284205681684457,-0.10151560555377652,0.458885329399662,0.3943208271322668,0.04920352647249282,0.30590509644492103,0.04235130871924486,2.3072802155189187,0,11.4,19.6,14.0,8.89,26.8,12.0,17.0,37,42,1.9,12.3,10.25,7.01,23.6,13.2,2.2,34.0,36.0,13.788585448887233,1.4271446008939799,56.20375298114123,2.576162719567121,14.10435034354748,0.5152186077347051,14.39788795435824,0.8858144483859842,-4.647108038992107,2.0173372663926745,224.01945016069075
943158531.0,26413124.0,412038207.0,447255995.0,442793731.0,1385952262.0,878642135.0,106285143.0,401024984.0,-21922460.0,1550439998.0,-1355831149.0,194608849.0,170868253.0,171476191.0,41521164.0,6078863.0,47600027.0,-131077320.0,-11681701.0,-55832450.0,0.0,43755430.0,ALVES,2022,0.6339627699240337,0.28934978137075257,0.45641446958379706,3.7731048073200597,0.4495699742412861,1.831007076878092,0.9575920497553729,0.5643964889072842,0.04655022959225128,0.12328581415454265,0.19516044606715793,0.11020629835428175,0.03434463675632718,1.6438805853307814,1.1186821079700362,0.7106502186292474,0.041611668999266875,0.47421083550587106,0.3227066380732239,0.004357097413377656,-0.35093619071076865,-0.1185416063762339,-1.0365313405270724,0,5.5,72.3,9.0,16.55,86.2,10.4,8.5,54,72,11.4,19.6,14.0,8.89,26.8,12.0,17.0,37.0,42.0,5.705664929316303,1.2821724672072436,132.38181165828604,9.499782918139088,6.152751593835199,0.1888955021597995,6.395851967663226,2.483117237482455,2.513712397981569,0.2841359553262881,115.77309311765728
1588653410.0,44209174.0,814229578.0,531176709.0,980595848.0,2569249258.0,1429001596.0,180296867.0,959950795.0,33277062.0,4625807762.0,-3762452673.0,863355089.0,701804305.0,701804305.0,495569092.0,-74632706.0,420936386.0,-215167272.0,-27875348.0,-132354118.0,0.0,-61454486.0,ALVES,2023,0.5561942234878325,0.373630854231427,0.67176327702296,5.324278846176512,0.6093312524340614,4.788519641885957,0.987171395813357,0.7400108607016559,0.062139480434949684,0.2731553985331539,0.4911151302870903,0.15171497414249874,0.16383633650542442,2.9117790783579407,1.8004511425259309,0.6263691457685729,0.034513283347290126,0.33435657246346767,0.2067439378822621,0.14986958437861125,-0.07776854643620112,0.6817690345558947,2.957512565007865,0,4.5,53.9,40.0,23.75,43.5,9.4,1.6,60,70,5.5,72.3,9.0,16.55,86.2,10.4,8.5,54.0,72.0,22.2477689395133,2.5676607462116467,258.1012086976531,6.599601375198695,8.102030141366688,0.73726351427441,25.054765830742916,8.830778537642376,3.728368826096981,-0.9567695436111712,97.50095809051132
2342061251.0,105296598.0,1265943380.0,679547683.0,1593419981.0,3935481232.0,1840669866.0,97124069.0,1997687297.0,423997632.0,5395331238.0,-4332120484.0,1063210754.0,891267131.0,819134731.0,96312364.0,7683554.0,103995918.0,-794099310.0,-27574511.0,-149296062.0,0.0,-95221560.0,ALVES,2024,0.4677115090864191,0.5076094076517248,1.0853045045721414,20.568406138338375,0.8222855651573706,10.946933802783736,1.2086224488054247,0.9032111617130152,0.12740281440630688,0.22646966875434968,0.44501990613888825,0.16519229157288676,0.026425209998308028,2.303667863381597,1.3709457420682727,0.49239059234827526,0.09293060293845114,0.29014940694221836,0.17267206802423393,-0.046685729778804225,-0.08848271440141342,-0.42950540045765817,6.158414160897779,0,3.2,65.0,47.5,32.5,36.8,9.8,3.0,45,60,4.5,53.9,40.0,23.75,43.5,9.4,1.6,60.0,70.0,22.21629668160491,2.219402753792627,711.5506971809428,6.079076329882232,4.387026374618473,0.0845606719945857,23.388553136543074,1.7176386498900218,5.733126648283809,-1.1492937796838159,70.69855682123814
950668162.0,52401730.0,376276000.0,156044358.0,341753679.0,1292421841.0,627001367.0,148788335.0,516632139.0,234865153.0,1376310720.0,-1350800589.0,25510131.0,22879204.0,100391303.0,53268462.0,-18574733.0,34693729.0,-65836231.0,0.0,-40723795.0,0.0,-10064442.0,ANELE,2018,0.4851367774122907,0.3997395607306206,0.8239729069043641,3.4722623853543357,0.4405236085487508,0.17145249323476872,1.2254199295880832,1.2673398270278413,0.250434327811704,0.01770258229487782,0.1601133718102404,0.016623574653258533,0.02684396680665504,1.4477298967334093,1.0649082802060137,0.6002604392693793,0.23516985684744213,0.16414177337307315,0.1207379456534579,-0.02230349699735809,0.03334484190182177,-0.19847252554424077,0.24154690264886058,0,3.0,16.3,24.0,4.83,39.0,10.9,1.9,14,20,3.75,17.950000000000003,13.0,7.95,32.9,11.45,2.05,35.5,39.0,11.643282657894977,0.19295814701416827,2.79467563972673,0.6483194114770827,3.194724840618041,0.08053190041996512,14.406250542465104,0.4375566589484772,3.506080589363856,-0.18689455744039846,62.939351074015555
1056120784.0,105056111.0,221059677.0,130589451.0,383020709.0,1439141493.0,768425086.0,163186710.0,507529697.0,256199568.0,1027910364.0,-977907944.0,50002420.0,28634234.0,43118892.0,294177.0,2898143.0,3192320.0,-61426765.0,0.0,-42599653.0,0.0,-3258288.0,ANELE,2019,0.5339468632776054,0.3526614300738531,0.6604803854620644,3.110116608147808,0.4111376762773407,0.3064123297785708,1.1336490033022295,1.2044522619866682,0.19990786131826163,0.019896746872546743,0.05611333204184331,0.02785674218574179,0.002218211354149317,0.9732886423339245,0.7142524685722476,0.6473385699261469,0.2798840327676665,0.12365010989121865,0.09074121734046897,0.0021941645776689216,0.04881008586531471,-0.35065581163376613,0.1349598365438021,0,0.9,15.2,12.0,5.67,17.4,13.7,-0.6,8,25,3.0,16.3,24.0,4.83,39.0,10.9,1.9,14.0,20.0,6.407362359331265,0.27258543215389036,4.657467412634276,0.4847073140319071,0.6428272217150228,0.0019963902187343854,7.768062839113763,0.03371681258306962,1.599262890546093,-0.027168597521633683,18.978581328595617
1275969640.0,54408574.0,232375958.0,115783530.0,342016658.0,1617986298.0,1034189723.0,141345563.0,442451012.0,168857068.0,739213003.0,-804022032.0,-64809029.0,-86349274.0,-71768239.0,-138441613.0,-4474244.0,-142915857.0,-83932805.0,0.0,-35314770.0,0.0,-73372547.0,ANELE,2020,0.639183239239026,0.2734578238066142,0.427823833635214,3.130278748120307,0.2909454629505694,-0.4585147748854345,1.0854371240030987,1.1218310182337792,0.1494326109552752,-0.05336835924181603,-0.06939562190950141,-0.11681243924222474,-0.088329460624394,0.579334319427851,0.4568722268623316,0.7265421761933858,0.3270774675482812,0.09074160259800539,0.07156026608081943,-0.07326510611436277,0.10523637596142055,-0.25738024170991597,-0.7649271046640054,0,1.9,12.3,10.25,7.01,23.6,13.2,2.2,34,36,0.9,15.2,12.0,5.67,17.4,13.7,-0.6,8.0,25.0,6.551628202200016,-0.7044623419919716,-5.639731731090845,-2.7567735661165043,0.86805723103843,-0.1678259751863486,7.447057305982204,-1.0864523656800462,5.080708772479357,-0.46481766111346884,40.28845155542777
1820920922.0,105381046.0,876132052.0,281910729.0,1434280903.0,3255201825.0,2064151191.0,546084642.0,644965992.0,20624726.0,981163411.0,-1041440674.0,-60277263.0,-24708468.0,33851914.0,-107385034.0,-15274034.0,-122659068.0,-211386758.0,0.0,-46228698.0,0.0,-378507830.0,ANELE,2021,0.634108513686398,0.19813394888349203,0.3124606350601379,1.1810733032847314,0.5494832631086634,-0.11038080613151541,0.697607817262694,0.7455898578119222,-0.07472048802995494,-0.007590456545655199,0.01639991980606812,-0.025182826553649378,-0.03768094102736625,0.5388281276500155,0.3014140024943,0.801866051116508,-0.24789985671408205,0.15481766703540573,0.08660314909967218,0.04577790269616083,-0.005074725552628001,-0.15545822436803158,0.3481339687539191,0,11.4,19.6,14.0,8.89,26.8,12.0,17.0,37,42,1.9,12.3,10.25,7.01,23.6,13.2,2.2,34.0,36.0,8.877519191609572,-0.09108547854786239,-2.163463800177702,-0.6748997516378034,3.43611962843502,-0.4295627277119753,11.226124715631112,-0.7385464441363786,-2.764658057108333,-1.6278897300016106,249.7001293143406
4673490956.0,206994356.0,1569779944.0,932538562.0,4367458167.0,9040949123.0,5894591346.0,1127138946.0,2019218831.0,-1578214579.0,4294733058.0,-4591136836.0,-296403778.0,-491751825.0,322583024.0,149291663.0,88926832.0,238218495.0,-221209879.0,0.0,-130533705.0,0.0,377342379.0,ANELE,2022,0.6519881116247268,0.22334146598205562,0.34255450674629345,1.7914551157741647,0.6219917293001034,-0.2629700438015031,0.6655754011692251,0.6346415170134849,-0.13506329627423122,-0.054391615118040304,0.05472525660644839,-0.11450113857111349,0.026348837025747304,0.918956107636469,0.47503121625519185,0.7766585340179444,-0.28432509623046287,0.19953789806798974,0.10314609111422161,-0.04680115857238511,0.01787959793832883,0.17361721376089184,-0.15258923766998767,1,5.5,72.3,9.0,16.55,86.2,10.4,8.5,54,72,11.4,19.6,14.0,8.89,26.8,12.0,17.0,37.0,42.0,5.867893004622541,-0.5656727972276192,-19.01273416684867,-9.869998144829983,2.6126716894035553,0.14491860364161016,6.989926806161499,1.90502091696153,-7.2934179988084855,0.3756332841604466,126.08766498526867
7051501193.0,49990572.0,2303402807.0,780888471.0,5990173086.0,13041674279.0,7372952481.0,2567621222.0,3101100576.0,-1954327742.0,3045809858.0,-2722243862.0,323565996.0,64301286.0,45883235.0,398247828.0,-62026645.0,336221183.0,322606637.0,0.0,-191131098.0,0.0,-239117526.0,ANELE,2023,0.5653378794218236,0.23778393093235448,0.4206049861288941,1.2077718276469362,0.6025983273170848,0.1260178071545788,0.7093656164806568,0.8504886933910513,-0.02464800769619037,0.004930447166859503,0.006223183333710679,0.021111392042779318,0.02578052294569195,0.4319377923418016,0.23354438953474188,0.7622160690676455,-0.10553885599775349,0.11074074152822738,0.059876397331698764,0.05932206228489981,-0.08665023220290324,-0.24148682672044997,0.3889878509560819,1,4.5,53.9,40.0,23.75,43.5,9.4,1.6,60,70,5.5,72.3,9.0,16.55,86.2,10.4,8.5,54.0,72.0,22.613515176872944,0.046346203368479326,6.792359805631797,0.9183455538609003,1.0509497529063385,0.11601235325561376,30.48864276270582,1.389570186772796,-1.4788804617714222,-0.7333951788231131,104.81137101374281
6641489028.0,39855301.0,2572514999.0,339943076.0,3414644084.0,10056133112.0,6508804694.0,1073696136.0,2473632282.0,-1632973524.0,4317662180.0,-3664469032.0,653193148.0,-721289544.0,-705607645.0,65753058.0,-220522489.0,-154769431.0,641606696.0,0.0,-192690219.0,0.0,-64943929.0,ANELE,2024,0.6472472690554417,0.24598245214636336,0.3800440170343818,2.303847614852551,0.450332174114645,0.6083594101711474,0.8758969074850731,0.9681571729766209,0.01319436929903678,-0.07172633217626008,-0.10840817602814985,-0.16705557635822263,-0.015390551146873084,0.6501045415865437,0.4293561085471041,0.7540175478536366,0.030730596435870304,0.05118476813961846,0.03380455212892373,-0.07665677934311958,0.08190938963361816,0.19581171901236222,0.4823416030165686,1,3.2,65.0,47.5,32.5,36.8,9.8,3.0,45,60,4.5,53.9,40.0,23.75,43.5,9.4,1.6,60.0,70.0,30.74424528013348,-0.7029180553273489,39.54336166112458,-6.147645209982592,1.3739395473507332,-0.04924976366999387,35.815833523047736,-1.0003858245467505,0.5937466184566551,-0.3067617137862723,73.70063534470125
464166013.0,29217807.0,174053581.0,42597558.0,902898895.0,1367064908.0,660534611.0,264899080.0,441631217.0,133569217.0,1712768252.0,-1312316740.0,400451512.0,363777862.0,357129070.0,249205691.0,-34808241.0,214397450.0,-107923379.0,-111141654.0,-146564993.0,0.0,113562801.0,ARASE,2018,0.4831772120947457,0.3230506572259991,0.668596633159621,1.6671678021682823,0.9756494752469521,1.5117134872646594,0.501565933371665,0.6382231119755812,-0.14364248314096875,0.2661013825102151,0.540666702475035,0.2123917591158153,0.15683048313606482,3.6899906585793043,1.252879978102693,0.6769493427740009,-0.11464983530066039,0.09177224701283762,0.03115986501498289,-0.0023521643882795235,-0.027281519432755252,0.21930570265566152,0.3891572189000527,0,3.0,16.3,24.0,4.83,39.0,10.9,1.9,14,20,3.75,17.950000000000003,13.0,7.95,32.9,11.45,2.05,35.5,39.0,11.596253090273896,2.9005050693613446,24.64092984241395,8.283278605516797,3.7586399343080785,0.47049144940819443,16.246784226576022,2.556336875117857,-2.0109947639735624,1.9936926242861324,63.10779562691559
777252908.0,146978426.0,258959387.0,59851645.0,1028042401.0,1805295309.0,846217906.0,185602763.0,773474640.0,237082346.0,2024702121.0,-1564036450.0,460665671.0,375619378.0,578318830.0,473015070.0,-45171647.0,427843423.0,-105303760.0,-126987530.0,-227804494.0,0.0,392159970.0,ARASE,2019,0.4687420954241232,0.42844770943788013,0.9140371936303603,4.167365978274796,0.9963382512935491,2.4819979161624874,0.7532829408750679,0.847773673794135,-0.038201505125608236,0.20806533763612634,0.6834159687469435,0.1855183407495428,0.23699359371680503,2.604946343925419,1.1215351366096082,0.5715522905621199,-0.034061799651762203,0.07700407986122323,0.033153381998845044,-0.058036044874088755,-0.014435116670622472,-0.13134484149308467,0.9702844288978281,0,0.9,15.2,12.0,5.67,17.4,13.7,-0.6,8,25,3.0,16.3,24.0,4.83,39.0,10.9,1.9,14.0,20.0,5.624905145089478,2.8504951256149305,37.72636832566981,3.2280191290420444,1.0093816229486474,0.21329423434512454,6.858627486745439,3.602302624495436,-0.3056120410048659,2.6067312181776683,19.18259101929908
1157312889.0,337335494.0,238266051.0,43347682.0,1066455641.0,2223768530.0,979380420.0,131056453.0,1113331657.0,582300630.0,2764030479.0,-2216955636.0,547074843.0,586008335.0,572353937.0,449652386.0,12093979.0,461746365.0,-127054463.0,-134112719.0,-219340502.0,0.0,554834349.0,ARASE,2020,0.44041473147387333,0.5006508734971621,1.136771405946629,8.495054089400695,0.9603928570192571,4.1743449519421985,1.0422140304773544,1.1374182945172622,0.08001393427399568,0.263520383121889,0.5844041041784356,0.21201225509351557,0.2076413793840315,2.3883173731766845,1.2429488239047972,0.49934912650283797,0.06437427892053284,0.037455456006763616,0.01949289299457799,0.05545504548576269,-0.028327363950249873,0.12141368729518898,1.692347035779711,0,1.9,12.3,10.25,7.01,23.6,13.2,2.2,34,36,0.9,15.2,12.0,5.67,17.4,13.7,-0.6,8.0,25.0,4.514250997607202,3.478469057208935,51.34444290888904,5.003489220206967,2.3616027654191147,0.3945186208296598,5.118328546654089,2.5539889664235873,2.720473765315853,2.5573939016260834,40.89269134639356
1579073463.0,167027176.0,563401829.0,34980597.0,1346806170.0,2925879633.0,1211838066.0,315424605.0,1398616962.0,764453193.0,6125372660.0,-5055886691.0,1069485969.0,616685336.0,601632313.0,474146533.0,-26266782.0,447879751.0,-178965011.0,-325641656.0,-193353885.0,0.0,36559841.0,ARASE,2021,0.4141790565586127,0.4780158917767756,1.1541285929534417,4.434076923073265,0.8818431796792079,3.3906231538278377,1.033923956228221,1.2741742558860996,0.12551281770380332,0.21076920904216842,0.49646262968603594,0.10067719471618237,0.15307524819152396,3.8790929006955266,2.093514918014401,0.5219841082232244,0.05995315181362369,0.02215260899486093,0.011955583068238953,-0.0527511740797206,-0.02623567491526063,0.8505660941096036,-0.7837217981143607,0,11.4,19.6,14.0,8.89,26.8,12.0,17.0,37,42,1.9,12.3,10.25,7.01,23.6,13.2,2.2,34.0,36.0,5.798506791820578,2.529230508506021,66.45621381502562,2.6981488183936877,23.86607006536417,1.7450578293833732,7.307777515125141,3.00027486455387,4.643974255040723,0.17493466519509418,248.48421541882172
5246679233.0,716408931.0,2521751002.0,157897900.0,5930550004.0,11177229237.0,4091451152.0,2431109014.0,4654669071.0,3490252962.0,29194941451.0,-25396821137.0,3798120314.0,2362044090.0,2290729735.0,497561681.0,-246677351.0,250884330.0,-1856764996.0,-900784536.0,-518958302.0,0.0,-1257237189.0,ARASE,2022,0.3660523610320224,0.416442122846657,1.1376572511991707,1.9146278690898721,0.9092365348983735,1.562299465851925,0.8043895494209842,1.2437595229537277,0.10335549683242128,0.211326442351287,0.5598819709433012,0.08090593687144024,0.022446021700037896,5.564460900787071,2.612001671608912,0.5835578771533431,0.03956946044707449,0.030094826267798254,0.014126747931169768,0.0005572333091185822,-0.048126695526590324,0.518486753594511,-1.8283236879759128,0,5.5,72.3,9.0,16.55,86.2,10.4,8.5,54,72,11.4,19.6,14.0,8.89,26.8,12.0,17.0,37.0,42.0,3.2944712492882013,2.197795000453385,112.95425138109417,6.974091758318148,14.366009193849015,0.12345311935020843,5.252020894380087,1.6228473689127398,5.581196828950749,-1.0123380724395892,127.2542944301585
8530826248.0,1140421939.0,4522324075.0,234912701.0,15265591203.0,23796417451.0,4449828166.0,5276821251.0,14069768034.0,4737622951.0,33907514924.0,-24811891979.0,9095622945.0,6280338063.0,6303679673.0,3102532388.0,4448076544.0,7550608932.0,-3424011854.0,-1823151755.0,-1121865696.0,0.0,320139093.0,ARASE,2023,0.18699571795472114,0.5912557242270409,3.1618677191859907,2.6663340228425714,1.5694604121661024,1.7236935860346427,0.8770570298431883,1.8643222249315055,0.17149632252011546,0.2639194776243968,1.4166119314819403,0.18521965048387337,0.31730023847277483,3.974704669661911,1.4248999873119599,0.4087442757729591,0.12035674366426181,0.02753692247044345,0.009871767524826651,0.05259303527310982,-0.17905664307730124,-1.187101684296952,0.16139412018271782,0,4.5,53.9,40.0,23.75,43.5,9.4,1.6,60,70,5.5,72.3,9.0,16.55,86.2,10.4,8.5,54.0,72.0,7.479828718188846,2.4808430896693303,92.90708428726724,8.057054796048492,6.41204994290382,1.4278510731274867,16.34977103091836,17.102482853682563,10.289779351206928,0.5381298990223367,107.51760395561055
7789908964.0,874577927.0,3695183707.0,214863816.0,15111881815.0,22901790779.0,4984664338.0,3936335078.0,13980791363.0,11934151563.0,39897157164.0,-30683716551.0,9213440613.0,5923729465.0,5874019540.0,1552356877.0,-1393759473.0,158597404.0,-4763858497.0,-2148606885.0,-1294051971.0,0.0,4928846420.0,ARASE,2024,0.21765391126403671,0.6104671681753293,2.804760845463372,3.551727961661093,1.6939673583989392,2.3406139036520304,0.8732103434541914,1.519670058874885,0.1224901866002677,0.2586579155387192,1.1784182728654577,0.14847497631598422,0.00692510928645053,5.121646138405373,1.742097705328094,0.38953283182467063,0.07031189251075834,0.02758232695567609,0.009381965719336728,-0.005261562085677629,0.030658193309315573,0.31719771801613406,0.6169203176173876,0,3.2,65.0,47.5,32.5,36.8,9.8,3.0,45,60,4.5,53.9,40.0,23.75,43.5,9.4,1.6,60.0,70.0,10.338560785041745,2.5348475722794483,152.13990373738199,5.463879128428219,5.574712657049901,0.022160349716641697,18.502809511671856,0.4501321036192844,5.512058397012046,10.222790314051712,76.33433902209754
